Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g)
1539732246284637,0.08685435263599572,-0.41449607080186146,-0.8948500801098649
1539732246300638,0.12738231479362216,-0.4252384222171357,-0.8910658426794842
1539732246316640,0.09478904402227784,-0.4310978866254671,-0.8643320363164722
1539732246332641,0.11407644769970204,-0.3958190280003051,-0.87348744945449
1539732246348642,0.11541924162661132,-0.4104676890211336,-0.8810559243152514
1539732246364643,0.10357824063477494,-0.41889066910811,-0.8845960173952849
1539732246380644,0.03997863736934448,-0.4018005645838101,-0.9945830472266728
1539732246396646,0.06012054627298369,-0.4348821240558478,-0.8980239566643777
1539732246412647,-0.03704890516517878,-0.4712596322575724,-0.9219501029983976
1539732246428648,-0.040100709544518054,-0.4556343938353553,-0.8974135957885099
1539732246444649,-0.02398718242160669,-0.51972228580148,-0.8865491721980621
1539732246460651,-0.003356984817273201,-0.497261005569543,-0.8834973678187228
1539732246476652,-0.00836194399938961,-0.44965285725185034,-0.8885023270008392
1539732246492653,0.024841687647821686,-0.41840238040741573,-0.8233157854581523
1539732246508654,0.017029068436713146,-0.4026550698100251,-0.8235599298084995
1539732246524655,0.028259708552681673,-0.3942320897230487,-0.8600595101853972
1539732246540657,0.07672236209658934,-0.4422064545662625,-0.874341954680705
1539732246556658,0.11017013809414777,-0.47602044708934166,-0.8419928282597087
1539732246572659,0.13250934615091214,-0.48017090104524307,-0.8051270313572898
1539732246588660,0.10553139543755208,-0.49164568551155874,-0.8031738765545127
1539732246604675,0.10199130235751852,-0.5181353475242236,-0.8130617227435724
1539732246620676,0.11493095292591704,-0.5198443579766536,-0.7849851224536506
1539732246636677,0.12298771648737272,-0.5244831006332493,-0.747875181200885
1539732246652679,0.12164492256046344,-0.532539864194705,-0.75214770733196
1539732246668680,0.10431067368581637,-0.5375448233768214,-0.7770504310673685
1539732246684681,0.11224536507209848,-0.5203326466773479,-0.7785152971694513
1539732246700682,0.11602960250247918,-0.5088578622110322,-0.7548332951857786
1539732246716683,0.11712825207904132,-0.5230182345311665,-0.7622796978713664
1539732246732685,0.11163500419623062,-0.5701380941481653,-0.8035400930800334
1539732246748686,0.10638590066376707,-0.6002899214160373,-0.8473640039673458
1539732246764687,0.07806515602349862,-0.612619211108568,-0.8643320363164722
1539732246780688,0.059754329747462975,-0.6148165102616923,-0.869214923323415
1539732246796690,0.07635614557106862,-0.5957732509346152,-0.8603036545357443
1539732246812691,0.11151293202105705,-0.582467383840696,-0.8395513847562373
1539732246828692,0.13080033569848215,-0.5949187457084002,-0.8388189517051958
1539732246844693,0.13849088273441712,-0.6344701304646372,-0.8552986953536279
1539732246860695,0.15020981155107993,-0.6631570916304264,-0.8445563439383537
1539732246876696,0.15472648203250206,-0.6646219577325092,-0.7906004425116349
1539732246892697,0.1456931410696578,-0.6432593270771343,-0.7439688715953308
1539732246908698,0.124330510414282,-0.6190890363927672,-0.729686427100023
1539732246924682,0.09710841535057568,-0.5890592813000688,-0.7448233768215458
1539732246940683,0.07733272297245719,-0.5723353933012896,-0.7637445639734493
1539732246956685,0.07037460898756365,-0.5596398870832378,-0.7575188830395971
1539732246972686,0.07708857862211005,-0.5509727626459142,-0.7294422827496758
1539732246988687,0.07782101167315147,-0.5593957427328906,-0.7058823529411766
1539732247004688,0.08172732127870574,-0.5779507133592738,-0.7133287556267645
1539732247020690,0.08880750743877286,-0.6028534370946823,-0.7583733882658121
1539732247036691,0.09515526054779855,-0.619455252918288,-0.7975585564965284
1539732247052692,0.1062638284885935,-0.6182345311665522,-0.7990234225986113
1539732247068693,0.1205462729839013,-0.6105439841306173,-0.7786373693446249
1539732247084694,0.13922331578545855,-0.6232394903486687,-0.7759517814908063
1539732247100696,0.1549706263828492,-0.6450904097047379,-0.7870603494316013
1539732247116697,0.16107423514152774,-0.6522926680399785,-0.7862058442053863
1539732247132698,0.16119630731670131,-0.6421606775005722,-0.7750972762645914
1539732247148699,0.1537499046311135,-0.6326390478370336,-0.7700923170824749
1539732247164701,0.14898908979934422,-0.6311741817349508,-0.786572060730907
1539732247180702,0.1381246662088964,-0.6264133669031815,-0.8139162279697874
1539732247196703,0.12542915999084503,-0.6115205615320058,-0.8076905470359348
1539732247212704,0.11395437552452847,-0.5973601892118716,-0.7914549477378499
1539732247228706,0.09796292057679068,-0.5912565804531931,-0.7852292668039977
1539732247244781,0.08502327000839216,-0.5872281986724652,-0.7923094529640649
1539732247260783,0.07635614557106862,-0.5869840543221181,-0.7938963912413213
1539732247276785,0.08050659952697004,-0.579903868162051,-0.785717555504692
1539732247292786,0.08123903257801146,-0.5780727855344474,-0.7739986266880292
1539732247308788,0.09295796139467427,-0.5862516212710767,-0.7685053788052185
1539732247324790,0.10370031280994851,-0.5999237048905166,-0.7678950179293507
1539732247340791,0.11285572594796633,-0.603219653620203,-0.7549553673609521
1539732247356793,0.11712825207904132,-0.606637674525063,-0.7432364385442893
1539732247372795,0.12689402609292788,-0.6131074998092623,-0.7457999542229343
1539732247388796,0.13592736705577213,-0.6228732738231479,-0.7587396047913328
1539732247404798,0.13238727397573857,-0.6221408407721065,-0.7523918516823072
1539732247420800,0.13287556267643286,-0.6200656137941558,-0.7451895933470665
1539732247436802,0.12982375829709358,-0.6196993972686351,-0.7493400473029679
1539732247452803,0.12494087129014986,-0.6159151598382544,-0.7603265430685893
1539732247468805,0.11895933470664488,-0.6073701075761044,-0.7699702449073014
1539732247484807,0.12005798428320702,-0.604074158846418,-0.7732661936369878
1539732247500808,0.11981383993285988,-0.598947127489128,-0.7754634927901121
1539732247516810,0.11786068513008274,-0.5935759517814909,-0.7764400701915006
1539732247532812,0.11590753032730561,-0.5899137865262838,-0.7755855649652856
1539732247548813,0.11346608682383419,-0.5856412603952088,-0.7725337605859464
1539732247564941,0.10821698329137064,-0.5808804455634395,-0.7765621423666742
1539732247580943,0.10809491111619707,-0.5838101777676052,-0.7771725032425421
1539732247596945,0.10638590066376707,-0.5828336003662167,-0.7659418631265735
1539732247612948,0.09857328145265853,-0.5934538796063173,-0.7616693369954985
1539732247628950,0.0986953536278321,-0.6048065918974594,-0.7674067292286564
1539732247644952,0.09857328145265853,-0.616891737239643,-0.7774166475928892
1539732247660954,0.09991607537956781,-0.6188448920424201,-0.7650873579003585
1539732247676956,0.10394445716029566,-0.6247043564507515,-0.7536125734340429
1539732247692958,0.11371023117418133,-0.636789501792935,-0.7619134813458457
1539732247708961,0.1184710460059506,-0.6391088731212329,-0.7733882658121614
1539732247724963,0.11541924162661132,-0.6239719233997101,-0.7748531319142442
1539732247740965,0.10650797283894065,-0.6030975814450295,-0.7804684519722285
1539732247756967,0.09906157015335282,-0.5852750438696881,-0.788281071183337
1539732247772969,0.08905165178912,-0.574776836804761,-0.7875486381322956
1539732247788972,0.08221560997940003,-0.5703822384985124,-0.7842526894026092
1539732247804974,0.07782101167315147,-0.5772182803082324,-0.7711909666590371
1539732247820976,0.07501335164415934,-0.586739909971771,-0.7577630273899443
1539732247836978,0.0756237125200272,-0.5976043335622188,-0.7508049134050507
1539732247852980,0.0709849698634315,-0.6076142519264516,-0.7528801403830014
1539732247868982,0.0709849698634315,-0.6077363241016251,-0.7473868925001907
1539732247885070,0.07367055771725006,-0.595529106584268,-0.7440909437705043
1539732247901073,0.08722056916151644,-0.6027313649195087,-0.7401846341649501
1539732247917075,0.1024795910582128,-0.6214084077210651,-0.7328603036545358
1539732247933077,0.11456473640039633,-0.640207522697795,-0.7184557869840544
1539732247949079,0.12738231479362216,-0.6569314106965742,-0.7101548790722516
1539732247965081,0.1318989852750443,-0.6586404211490042,-0.7276112001220723
1539732247981083,0.12469672693980272,-0.64789806973373,-0.7659418631265735
1539732247997086,0.10284580758373352,-0.6242160677500572,-0.8129396505683988
1539732248013088,0.08636606393530144,-0.5803921568627453,-0.8483405813687344
1539732248029090,0.07525749599450648,-0.557564660105287,-0.8460212100404365
1539732248045092,0.055970092317082276,-0.5673304341191732,-0.8303959716182194
1539732248061094,0.055848020141908705,-0.5873502708476388,-0.8192874036774245
1539732248077097,0.06524757763027367,-0.5995574883649959,-0.8007324330510412
1539732248093099,0.07135118638895221,-0.6002899214160373,-0.7827878233005263
1539732248109101,0.07122911421377864,-0.6012664988174259,-0.7826657511253527
1539732248125103,0.07159533073929936,-0.5987029831387809,-0.7958495460440984
1539732248141105,0.07354848554207649,-0.5961394674601359,-0.797680628671702
1539732248157107,0.08038452735179646,-0.5974822613870452,-0.7906004425116349
1539732248173110,0.08722056916151644,-0.6000457770656902,-0.7813229571984435
1539732248189112,0.09259174486915356,-0.610910200656138,-0.7813229571984435
1539732248205169,0.08966201266498786,-0.6303196765087358,-0.7764400701915006
1539732248221172,0.08648813611047501,-0.6392309452964064,-0.7638666361486228
1539732248237175,0.08416876478217716,-0.6400854505226214,-0.759838254367895
1539732248253177,0.07806515602349862,-0.6312962539101243,-0.7616693369954985
1539732248269180,0.0709849698634315,-0.6138399328603037,-0.7678950179293507
1539732248285183,0.07135118638895221,-0.6059052414740216,-0.7718013275349049
1539732248301185,0.07232776379034078,-0.6068818188754102,-0.7748531319142442
1539732248317188,0.0672007324330508,-0.6070038910505837,-0.7755855649652856
1539732248333191,0.07147325856412579,-0.6116426337071794,-0.7725337605859464
1539732248349193,0.07586785687037434,-0.6122529945830473,-0.7742427710383764
1539732248365196,0.07891966124971361,-0.6081025406271459,-0.7738765545128556
1539732248381199,0.08563363088426001,-0.6079804684519723,-0.7793698023956663
1539732248397201,0.08685435263599572,-0.6076142519264516,-0.7921873807888913
1539732248413204,0.08722056916151644,-0.6043183031967652,-0.7962157625696191
1539732248429206,0.08563363088426001,-0.5933318074311438,-0.7890135042343784
1539732248445209,0.08563363088426001,-0.5960173952849623,-0.7930418860151063
1539732248461212,0.08648813611047501,-0.6082246128023194,-0.8026855878538184
1539732248477214,0.08331425955596217,-0.6096894789044023,-0.8064698252841991
1539732248493217,0.08477912565804502,-0.6009002822919052,-0.8047608148317691
1539732248509220,0.08514534218356573,-0.5839322499427788,-0.8034180209048598
1539732248525329,0.08648813611047501,-0.5846646829938202,-0.8014648661020827
1539732248541332,0.09051651789120285,-0.5928435187304495,-0.7962157625696191
1539732248557335,0.09137102311741785,-0.601510643167773,-0.7793698023956663
1539732248573339,0.09161516746776499,-0.614328221560998,-0.7625238422217135
1539732248589342,0.09320210574502141,-0.6192111085679408,-0.7617914091706721
1539732248605345,0.0936903944457157,-0.606637674525063,-0.7645990691996642
1539732248621348,0.09478904402227784,-0.5835660334172581,-0.7652094300755321
1539732248637351,0.09295796139467427,-0.5748989089799346,-0.7719233997100785
1539732248653354,0.08905165178912,-0.5779507133592738,-0.7749752040894178
1539732248669357,0.08795300221255786,-0.5810025177386131,-0.7720454718852521
1539732248685361,0.08551155870908644,-0.5812466620889603,-0.7671625848783092
1539732248701364,0.0823376821545736,-0.5842984664682995,-0.7687495231555657
1539732248717367,0.0802624551766229,-0.5897917143511102,-0.7796139467460135
1539732248733370,0.07891966124971361,-0.5872281986724652,-0.7815671015487906
1539732248749373,0.0764782177462422,-0.579049362935836,-0.7824216067750056
1539732248765376,0.07074082551308436,-0.5716029602502481,-0.7871824216067749
1539732248781379,0.0747692072938122,-0.5718471046005953,-0.795117112993057
1539732248797382,0.07574578469520077,-0.5811245899137867,-0.7929198138399327
1539732248813386,0.08184939345387932,-0.5891813534752424,-0.7836423285267413
1539732248829389,0.08184939345387932,-0.5897917143511102,-0.7770504310673685
1539732248845489,0.08331425955596217,-0.5957732509346152,-0.7766842145418478
1539732248861493,0.08245975432974717,-0.5941863126573588,-0.7859616998550392
1539732248877496,0.07696650644693648,-0.5945525291828795,-0.789135576409552
1539732248893500,0.07818722819867219,-0.6041962310215916,-0.7893797207598992
1539732248909504,0.08673228046082215,-0.6065156023498894,-0.7816891737239642
1539732248925507,0.08563363088426001,-0.6021210040436409,-0.7801022354467078
1539732248941511,0.08587777523460716,-0.603219653620203,-0.7768062867170213
1539732248957514,0.0814831769283586,-0.5896696421759366,-0.7852292668039977
1539732248973518,0.07244983596551435,-0.5723353933012896,-0.7982909895475698
1539732248989522,0.07110704203860507,-0.5633020523384453,-0.8068360418097198
1539732249005525,0.0814831769283586,-0.5684290836957353,-0.804516670481422
1539732249021529,0.09332417792019498,-0.579049362935836,-0.7897459372854199
1539732249037532,0.10223544670786566,-0.5801480125123981,-0.7719233997100785
1539732249053536,0.10370031280994851,-0.5983367666132602,-0.7678950179293507
1539732249069540,0.09539940489814569,-0.610055695429923,-0.7755855649652856
1539732249085543,0.08746471351186358,-0.6065156023498894,-0.7853513389791713
1539732249101547,0.07525749599450648,-0.6029755092698559,-0.7886472877088577
1539732249117550,0.06585793850614152,-0.5927214465552759,-0.7975585564965284
1539732249133554,0.0659800106813151,-0.5828336003662167,-0.7980468451972227
1539732249149558,0.06939803158617508,-0.579903868162051,-0.7931639581902798
1539732249165619,0.07049668116273722,-0.5802700846875717,-0.7837644007019149
1539732249181622,0.06817730983443937,-0.5802700846875717,-0.789135576409552
1539732249197626,0.06439307240405867,-0.5786831464103153,-0.7918211642633706
1539732249213629,0.062195773250934394,-0.5736781872281989,-0.7926756694895856
1539732249229633,0.06573586633096795,-0.5664759288929582,-0.7936522468909741
1539732249245637,0.06768902113374509,-0.570504310673686,-0.7962157625696191
1539732249261640,0.0701304646372165,-0.5733119707026781,-0.803662165255207
1539732249277644,0.07440299076829149,-0.578194857709621,-0.804516670481422
1539732249293647,0.0739147020675972,-0.5860074769207295,-0.8013427939269091
1539732249309651,0.07489127946898577,-0.5916227969787138,-0.7935301747158006
1539732249325655,0.0785534447241929,-0.5987029831387809,-0.7897459372854199
1539732249341658,0.08258182650492074,-0.5934538796063173,-0.7924315251392384
1539732249357662,0.08331425955596217,-0.5836881055924317,-0.7927977416647591
1539732249373665,0.08099488822766432,-0.5818570229648281,-0.7978027008468755
1539732249389669,0.08099488822766432,-0.5777065690089267,-0.7982909895475698
1539732249405673,0.08123903257801146,-0.5758754863813231,-0.7973144121461813
1539732249421676,0.0831921873807886,-0.583321889066911,-0.7964599069199663
1539732249437680,0.0869764248111693,-0.5880827038986802,-0.8014648661020827
1539732249453683,0.08978408484016143,-0.578194857709621,-0.803662165255207
1539732249469687,0.08575570305943359,-0.5624475471122299,-0.8006103608758677
1539732249485748,0.08868543526359929,-0.5591515983825435,-0.798535133897917
1539732249501752,0.08941786831464071,-0.5619592584115356,-0.799389639124132
1539732249517756,0.08587777523460716,-0.5658655680170903,-0.8013427939269091
1539732249533760,0.08307011520561502,-0.5692835889219503,-0.8031738765545127
1539732249549764,0.08111696040283789,-0.5694056610971239,-0.8117189288166626
1539732249565768,0.07916380560006075,-0.561837186236362,-0.8079346913862819
1539732249581772,0.07891966124971361,-0.5520714122224764,-0.8095216296635384
1539732249597777,0.08563363088426001,-0.5506065461203935,-0.8085450522621498
1539732249613781,0.11029221026932134,-0.5457236591134507,-0.8053711757076369
1539732249629785,0.07977416647592861,-0.5629358358129246,-0.8095216296635384
1539732249645789,0.09051651789120285,-0.5573205157549399,-0.8091554131380176
1539732249661793,0.09784084840161711,-0.5626916914625775,-0.8052491035324634
1539732249677797,0.08587777523460716,-0.578194857709621,-0.8069581139848934
1539732249693801,0.08551155870908644,-0.5741664759288931,-0.8032959487296862
1539732249709805,0.06939803158617508,-0.5924773022049288,-0.7999999999999998
1539732249725809,0.07891966124971361,-0.6159151598382544,-0.7958495460440984
1539732249741813,0.10357824063477494,-0.6253147173266194,-0.7785152971694513
1539732249757817,0.11322194247348705,-0.6245822842755779,-0.7541008621347371
1539732249773821,0.11773861295490917,-0.6146944380865187,-0.7433585107194629
1539732249789826,0.10894941634241206,-0.6045624475471123,-0.7548332951857786
1539732249805877,0.08807507438773143,-0.6034637979705502,-0.7752193484397649
1539732249821881,0.0831921873807886,-0.6010223544670787,-0.7849851224536506
1539732249837885,0.036194399938963784,-0.6062714579995423,-0.782299534599832
1539732249853890,0.09320210574502141,-0.6172579537651637,-0.7721675440604256
1539732249869894,0.09735255970092282,-0.6198214694438087,-0.751293202105745
1539732249885898,0.062439917601281536,-0.618600747692073,-0.7693598840314335
1539732249901902,0.07122911421377864,-0.6361791409170672,-0.7746089875638971
1539732249917906,0.11749446860456203,-0.6238498512245365,-0.7487296864271
1539732249933910,0.08453498130769788,-0.64789806973373,-0.7146715495536737
1539732249949914,0.08001831082627575,-0.6288548104066529,-0.7399404898146029
1539732249965918,0.11993591210803345,-0.6201876859693294,-0.7614251926451514
