Timestamp (microseconds),Sample (V)
1539131488796112,-0.07161036087586783
1539131488800113,-0.05325772487983518
1539131488804115,-0.036800666310622815
1539131488808117,-0.02843058416622163
1539131488812118,-0.021617583479565605
1539131488816120,-0.017137127743444974
1539131488820121,-0.015180005594974677
1539131488824123,-0.014398387630019577
1539131488828125,-0.013739859108364477
1539131488832126,-0.013142875308359392
1539131488836128,-0.012687444368149337
1539131488840129,-0.012293558149589268
1539131488844131,-0.011955062180514231
1539131488848133,-0.011635029627934196
1539131488852134,-0.011308842603189151
1539131488856136,-0.010988810050609088
1539131488860138,-0.010736476691844049
1539131488864139,-0.010539533582564042
1539131488868141,-0.010305663640294005
1539131488872142,-0.01010872053101397
1539131488876144,-0.009930240838228938
1539131488880146,-0.009770224561938934
1539131488884147,-0.009622517229978894
1539131488888149,-0.009480964370183892
1539131488892151,-0.009357874926883836
1539131488896152,-0.009240939955748817
1539131488900154,-0.0091424684011088
1539131488904155,-0.0090378423743038
1539131488908157,-0.008945525291828793
1539131488912159,-0.008853208209353758
1539131488916160,-0.00876089112687875
1539131488920162,-0.008711655349558756
1539131488924163,-0.008650110627908741
1539131488928165,-0.008576256961928735
1539131488932167,-0.008508557768113711
1539131488936168,-0.008447013046463725
1539131488940170,-0.008373159380483691
1539131488944172,-0.008348541491823708
1539131488948173,-0.008311614658833705
1539131488952175,-0.008262378881513682
1539131488956176,-0.008231606520688689
1539131488960178,-0.008194679687698686
1539131488964180,-0.008151598382543673
1539131488968181,-0.008126980493883662
1539131488972183,-0.008090053660893659
1539131488976184,-0.008053126827903656
1539131488980186,-0.008028508939243645
1539131488984188,-0.007991582106253642
1539131488988189,-0.007966964217593658
1539131488992191,-0.007942346328933647
1539131488996193,-0.007923882912438646
1539131489000194,-0.007893110551613625
1539131489004196,-0.007874647135118623
1539131489008197,-0.007856183718623622
1539131489012199,-0.00784387477429363
1539131489016201,-0.007825411357798628
1539131489020202,-0.007806947941303627
1539131489024204,-0.007794638996973635
1539131489028205,-0.007776175580478606
1539131489032207,-0.007776175580478606
1539131489036209,-0.007757712163983604
1539131489040210,-0.007751557691818622
1539131489044212,-0.007739248747488603
1539131489048214,-0.007720785330993601
1539131489052215,-0.00770847638666361
1539131489056217,-0.00770847638666361
1539131489060218,-0.007696167442333618
1539131489064220,-0.0076777040258386164
1539131489068222,-0.007665395081508597
1539131489072223,-0.007659240609343615
1539131489076225,-0.007653086137178605
1539131489080227,-0.0076407771928486135
1539131489084228,-0.007628468248518594
1539131489088230,-0.007628468248518594
1539131489092231,-0.007622313776353584
1539131489096233,-0.007616159304188602
1539131489100235,-0.0076100048320235925
1539131489104236,-0.007603850359858583
1539131489108238,-0.007597695887693601
1539131489112239,-0.007585386943363581
1539131489116241,-0.007579232471198599
1539131489120243,-0.0075730779990335895
1539131489124244,-0.0075730779990335895
1539131489128246,-0.007560769054703598
1539131489132248,-0.0075730779990335895
1539131489136249,-0.00756692352686858
1539131489140251,-0.007554614582538588
1539131489144252,-0.007554614582538588
1539131489148254,-0.007554614582538588
1539131489152256,-0.007542305638208596
1539131489156257,-0.007529996693878577
1539131489160259,-0.007529996693878577
1539131489164260,-0.007529996693878577
1539131489168262,-0.007523842221713595
1539131489172264,-0.0074992243330535835
1539131489176265,-0.007486915388723592
1539131489180267,-0.007493069860888574
1539131489184269,-0.007511533277383575
1539131489188270,-0.007517687749548585
1539131489192272,-0.007517687749548585
1539131489196273,-0.007505378805218593
1539131489200275,-0.007493069860888574
1539131489204277,-0.007493069860888574
1539131489208278,-0.0074992243330535835
1539131489212280,-0.0074992243330535835
1539131489216282,-0.0074992243330535835
1539131489220283,-0.007493069860888574
1539131489224285,-0.007486915388723592
