Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1539131777395935,-2.227817196917613,0.2746623941404778,2.3498893720911838
1539131777411931,-2.166781109330941,-0.3967345693140487,3.6316472114137923
1539131777427927,0.33569848172737693,-0.8850232700083325,5.584802014190927
1539131777443923,3.692683299000464,-0.9460593575952316,7.476920729381163
1539131777459919,4.486152437628789,-0.9460593575952316,9.430075532158298
1539131777475915,4.242008087281647,-1.0070954451819034,11.444266422522333
1539131777491911,5.706874189364498,-0.6408789196611906,12.787060349431613
1539131777507907,10.406652933546866,0.2746623941404778,13.702601663233281
1539131777523903,13.76363775082018,1.6784924086366573,13.214312962538997
1539131777539898,11.810482948043045,3.1433585107195086,11.01701380941472
1539131777555894,5.523765926604028,3.936827649347606,7.598992904554734
1539131777571890,0.33569848172737693,4.547188525215461,3.936827649347606
1539131777587886,-1.3733119707026162,5.0354772259097444,0.8239871824216607
1539131777603882,-2.288853284504512,5.279621576256886,-1.739528496223329
1539131777619878,-4.547188525215461,5.157549401083315,-3.7537193865873633
1539131777635874,-7.049668116273779,4.974441138323073,-5.157549401083315
1539131777651870,-11.810482948043045,4.486152437628789,-6.012054627298312
1539131777667866,-14.007782101167322,3.0823224231326094,-5.0354772259097444
1539131777683862,-9.063859006637585,1.8616006713969,-2.227817196917613
1539131777699858,1.0070954451819034,1.5564202334630863,1.2512397955290453
1539131777715850,7.476920729381163,1.2512397955290453,4.364080262455218
1539131777731846,7.598992904554734,0.213626306553806,6.683451590753066
1539131777747842,7.11070420386045,-0.7019150072480898,7.782101167315204
1539131777763838,8.758678568703772,-1.3122758831159445,7.476920729381163
1539131777779834,8.880750743877343,-1.8616006713969,6.012054627298312
1539131777795830,6.195162890058782,-1.8616006713969,3.814755474174035
1539131777811826,3.3875028610666504,-1.2512397955290453,1.2512397955290453
1539131777827822,0.8850232700083325,-0.15259021896690683,-1.4953841458761872
1539131777843818,-1.8005645838102282,1.3122758831159445,-3.875791561760934
1539131777859814,-3.570611123826893,2.7771419851987957,-5.828946364538069
1539131777875810,-5.462729839017356,3.5095750362402214,-7.2938124666209205
1539131777891806,-5.401693751430457,3.3875028610666504,-7.537956816968062
1539131777907802,-4.669260700389032,2.7771419851987957,-6.744487678339738
1539131777923798,-3.7537193865873633,2.04470893415737,-5.401693751430457
1539131777939794,-2.9602502479590385,1.2512397955290453,-3.6316472114137923
1539131777955790,-1.4953841458761872,0.5798428320745188,-1.0681315327688026
1539131777971786,-1.0070954451819034,0.3967345693140487,1.0070954451819034
1539131777987782,-1.5564202334630863,-0.33569848172737693,1.6174563210497581
1539131778003778,-1.3733119707026162,-1.3733119707026162,1.5564202334630863
1539131778019774,2.3498893720911838,-1.8616006713969,1.739528496223329
1539131778035736,7.2938124666209205,-1.6174563210497581,2.5940337224383256
1539131778051732,10.955977721828049,-0.7019150072480898,3.1433585107195086
1539131778067728,10.040436408026153,0.213626306553806,2.8381780727854675
1539131778083724,4.60822461280236,0.7019150072480898,1.8616006713969
1539131778099720,-0.09155413138023505,1.3122758831159445,0.7019150072480898
1539131778115716,-0.7629510948347615,1.8616006713969,-0.45777065690094787
1539131778131712,2.105745021744042,2.04470893415737,-1.1902037079423735
1539131778147708,3.3264667734797513,1.6784924086366573,-2.288853284504512
1539131778163704,1.6174563210497581,1.0070954451819034,-3.814755474174035
1539131778179700,-1.739528496223329,-0.3967345693140487,-5.3406576638437855
1539131778195696,-3.7537193865873633,-1.983672846570471,-6.744487678339738
1539131778211691,-3.2654306858930795,-3.2043945983061803,-7.537956816968062
1539131778227687,-1.6784924086366573,-4.058899824521177,-7.965209430075447
1539131778243683,0.5798428320745188,-4.974441138323073,-8.45349813076973
1539131778259679,1.6784924086366573,-5.157549401083315,-9.491111619745197
1539131778275675,1.4953841458761872,-3.814755474174035,-11.139085984588291
1539131778291671,-0.9460593575952316,-1.6174563210497581,-12.664988174258042
1539131778307667,-5.0354772259097444,0.5798428320745188,-13.336385137712568
1539131778323663,-8.880750743877343,2.227817196917613,-12.726024261844714
1539131778339659,-9.979400320439481,3.692683299000464,-11.139085984588291
1539131778355377,-6.561379415579495,4.852368963149502,-9.308003356984727
1539131778371371,-2.7161058976118966,5.401693751430457,-7.476920729381163
1539131778387366,-1.6174563210497581,5.76791027695117,-5.584802014190927
1539131778403360,-1.1902037079423735,5.889982452124741,-3.7537193865873633
1539131778419355,0.6408789196611906,5.95101853971164,-2.04470893415737
1539131778435350,3.6316472114137923,5.584802014190927,-0.15259021896690683
1539131778451344,5.2185854886702145,5.0354772259097444,1.2512397955290453
1539131778467339,5.462729839017356,4.60822461280236,1.9226367589837992
1539131778483333,4.974441138323073,4.42511635004189,2.105745021744042
1539131778499328,6.378271152819025,4.60822461280236,2.105745021744042
1539131778515322,6.622415503166167,4.60822461280236,1.983672846570471
1539131778531317,4.242008087281647,4.303044174868319,1.739528496223329
1539131778547311,0.33569848172737693,3.7537193865873633,1.4953841458761872
1539131778563306,-0.8850232700083325,3.3875028610666504,1.6174563210497581
1539131778579301,-0.5798428320745188,3.0823224231326094,1.983672846570471
1539131778595295,1.0681315327688026,3.0823224231326094,2.655069810025225
1539131778611290,2.410925459678083,2.655069810025225,3.936827649347606
1539131778627284,1.3122758831159445,2.105745021744042,5.0354772259097444
1539131778643279,0.8239871824216607,1.3122758831159445,5.828946364538069
1539131778659273,0.8239871824216607,0.7019150072480898,6.378271152819025
1539131778674987,1.983672846570471,-0.03051804379333589,6.744487678339738
1539131778690981,3.692683299000464,-0.7629510948347615,6.805523765926637
1539131778706975,5.645838101777599,-0.8850232700083325,6.561379415579495
1539131778722968,6.9886320286868795,-0.8850232700083325,6.317235065232353
1539131778738962,8.209353780422589,-0.8239871824216607,5.95101853971164
1539131778754955,12.23773556115043,-0.5188067444876197,6.927595941100208
1539131778770949,14.007782101167322,-1.0681315327688026,7.537956816968062
1539131778786943,12.054627298390187,-1.1291676203554744,6.8665598535133086
1539131778802936,9.979400320439481,-1.2512397955290453,6.683451590753066
1539131778818930,6.195162890058782,-0.5798428320745188,6.317235065232353
1539131778834923,3.875791561760934,-0.213626306553806,6.073090714885211
1539131778850917,1.6784924086366573,-0.213626306553806,6.012054627298312
1539131778866911,0.03051804379333589,-1.3122758831159445,6.500343327992596
1539131778882904,-1.6174563210497581,-2.9602502479590385,6.500343327992596
1539131778898898,-0.8239871824216607,-4.364080262455218,6.378271152819025
1539131778914891,-0.7019150072480898,-6.073090714885211,5.95101853971164
1539131778930885,-2.04470893415737,-7.2938124666209205,5.096513313496644
1539131778946879,-1.1291676203554744,-7.11070420386045,5.279621576256886
1539131778962872,1.0681315327688026,-6.378271152819025,6.378271152819025
1539131778978866,1.739528496223329,-5.3406576638437855,7.598992904554734
1539131778994629,1.3733119707026162,-4.119935912108076,8.33142595559616
1539131779010621,1.0070954451819034,-2.7771419851987957,8.392462043183059
1539131779026614,-0.45777065690094787,-1.4953841458761872,7.843137254901876
1539131779042606,-1.8616006713969,-0.8239871824216607,6.805523765926637
1539131779058599,1.739528496223329,-0.8239871824216607,6.622415503166167
1539131779074592,5.096513313496644,-1.983672846570471,6.8665598535133086
1539131779090584,3.6316472114137923,-3.0212863355459376,6.378271152819025
1539131779106577,-4.852368963149502,-5.706874189364498,3.997863736934505
1539131779122570,-8.45349813076973,-7.354848554207592,2.288853284504512
1539131779138562,-5.584802014190927,-7.843137254901876,2.532997634851654
1539131779154555,0.7629510948347615,-7.782101167315204,3.5095750362402214
1539131779170548,4.9134050507361735,-7.721065079728305,3.7537193865873633
1539131779186540,3.0212863355459376,-7.2938124666209205,2.8992141603723667
1539131779202533,0.7629510948347615,-5.828946364538069,2.3498893720911838
1539131779218526,-2.3498893720911838,-3.936827649347606,2.04470893415737
1539131779234518,-4.303044174868319,-1.8005645838102282,1.5564202334630863
1539131779250511,-2.5940337224383256,0.5188067444876197,2.3498893720911838
1539131779266503,-0.3967345693140487,2.3498893720911838,3.814755474174035
1539131779282496,0.5798428320745188,3.5095750362402214,4.303044174868319
1539131779298489,2.410925459678083,4.119935912108076,4.547188525215461
1539131779314270,-0.8239871824216607,3.7537193865873633,4.364080262455218
1539131779330261,-5.2185854886702145,2.9602502479590385,2.655069810025225
1539131779346253,-8.6366063935302,1.6784924086366573,0.6408789196611906
1539131779362245,-8.270389868009488,1.3122758831159445,-0.9460593575952316
1539131779378236,-5.462729839017356,1.1902037079423735,-1.983672846570471
1539131779394228,-1.0681315327688026,0.45777065690094787,-2.4719615472647547
1539131779410220,2.5940337224383256,-0.5188067444876197,-2.9602502479590385
1539131779426211,3.2654306858930795,-1.5564202334630863,-3.0823224231326094
1539131779442203,1.2512397955290453,-2.4719615472647547,-3.997863736934505
1539131779458195,0.7019150072480898,-3.0823224231326094,-5.0354772259097444
1539131779474187,3.2654306858930795,-2.8381780727854675,-5.401693751430457
1539131779490178,6.683451590753066,-2.9602502479590385,-4.486152437628789
