Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1539131185661926,0.03051804379333589,1.3733119707026162,-0.5188067444876197
1539131185677928,0.03051804379333589,1.4953841458761872,-0.6408789196611906
1539131185693929,-0.03051804379333589,1.4953841458761872,-0.7629510948347615
1539131185709931,-0.03051804379333589,1.3122758831159445,-0.7629510948347615
1539131185725933,-0.15259021896690683,1.2512397955290453,-0.7019150072480898
1539131185741934,-0.213626306553806,1.1291676203554744,-0.7019150072480898
1539131185757936,-0.33569848172737693,1.0681315327688026,-0.6408789196611906
1539131185773938,-0.3967345693140487,1.0070954451819034,-0.45777065690094787
1539131185789940,-0.3967345693140487,0.9460593575952316,-0.33569848172737693
1539131185805941,-0.2746623941404778,1.0070954451819034,-0.09155413138023505
1539131185821943,-0.15259021896690683,1.0681315327688026,-0.03051804379333589
1539131185837945,0.03051804379333589,1.2512397955290453,0.03051804379333589
1539131185853946,0.213626306553806,1.3122758831159445,0.09155413138023505
1539131185869948,0.33569848172737693,1.3122758831159445,-0.09155413138023505
1539131185885950,0.3967345693140487,1.2512397955290453,-0.33569848172737693
1539131185901951,0.3967345693140487,1.1902037079423735,-0.3967345693140487
1539131185917953,0.3967345693140487,1.1291676203554744,-0.45777065690094787
1539131185933955,0.33569848172737693,1.1291676203554744,-0.3967345693140487
1539131185949957,0.213626306553806,1.0681315327688026,-0.33569848172737693
1539131185965958,0.213626306553806,1.1291676203554744,-0.213626306553806
1539131185981933,0.213626306553806,1.2512397955290453,-0.213626306553806
1539131185997935,0.213626306553806,1.2512397955290453,-0.213626306553806
1539131186013937,0.213626306553806,1.3122758831159445,-0.213626306553806
1539131186029938,0.213626306553806,1.2512397955290453,-0.33569848172737693
1539131186045940,0.213626306553806,1.2512397955290453,-0.3967345693140487
1539131186061942,0.2746623941404778,1.3122758831159445,-0.5188067444876197
1539131186077943,0.2746623941404778,1.3733119707026162,-0.5798428320745188
1539131186093945,0.213626306553806,1.3122758831159445,-0.6408789196611906
1539131186109947,0.15259021896690683,1.2512397955290453,-0.6408789196611906
1539131186125949,0.09155413138023505,1.1902037079423735,-0.6408789196611906
1539131186141950,0.09155413138023505,1.2512397955290453,-0.5798428320745188
1539131186157952,0.03051804379333589,1.2512397955290453,-0.45777065690094787
1539131186173954,-0.03051804379333589,1.2512397955290453,-0.3967345693140487
1539131186189955,-0.03051804379333589,1.1902037079423735,-0.33569848172737693
1539131186205957,-0.03051804379333589,1.1902037079423735,-0.2746623941404778
1539131186221959,-0.09155413138023505,1.1291676203554744,-0.2746623941404778
1539131186237960,-0.03051804379333589,1.0681315327688026,-0.33569848172737693
1539131186253962,-0.09155413138023505,1.0681315327688026,-0.33569848172737693
1539131186269964,-0.09155413138023505,1.1291676203554744,-0.3967345693140487
1539131186285966,-0.03051804379333589,1.1291676203554744,-0.3967345693140487
1539131186302002,0.09155413138023505,1.1291676203554744,-0.33569848172737693
1539131186318003,0.213626306553806,1.1291676203554744,-0.2746623941404778
1539131186334005,0.2746623941404778,1.2512397955290453,-0.213626306553806
1539131186350007,0.2746623941404778,1.2512397955290453,-0.03051804379333589
1539131186366008,0.2746623941404778,1.1291676203554744,0.03051804379333589
1539131186382010,0.09155413138023505,0.9460593575952316,-0.03051804379333589
1539131186398012,-0.03051804379333589,0.8239871824216607,-0.213626306553806
1539131186414013,-0.213626306553806,0.8850232700083325,-0.3967345693140487
1539131186430015,-0.33569848172737693,1.0070954451819034,-0.5188067444876197
1539131186446017,-0.33569848172737693,1.1902037079423735,-0.6408789196611906
1539131186462019,-0.2746623941404778,1.4343480582895154,-0.7019150072480898
1539131186478020,-0.213626306553806,1.4343480582895154,-0.7629510948347615
1539131186494022,-0.2746623941404778,1.3122758831159445,-0.8239871824216607
1539131186510024,-0.2746623941404778,1.1291676203554744,-0.7629510948347615
1539131186526025,-0.213626306553806,1.1291676203554744,-0.7019150072480898
1539131186542027,-0.213626306553806,1.1291676203554744,-0.5188067444876197
1539131186558029,-0.213626306553806,1.1291676203554744,-0.3967345693140487
1539131186574031,-0.09155413138023505,1.1902037079423735,-0.2746623941404778
1539131186590032,0.03051804379333589,1.1902037079423735,-0.15259021896690683
1539131186606034,0.15259021896690683,1.1902037079423735,-0.09155413138023505
1539131186622192,0.33569848172737693,1.1902037079423735,-0.03051804379333589
1539131186638194,0.33569848172737693,1.1291676203554744,0.03051804379333589
